event_A,event_B,broadcaster_A,broadcaster_B,category,combined_score,embedding_similarity,topic_jaccard,lexical_similarity
59,70,UK,Japan_goat,Cross-Culture,0.3575839343689652,0.449672520160675,0.0,0.16744538961737
59,70,UK,UK,Same Broadcaster,0.3575839343689652,0.449672520160675,0.0,0.16744538961737
6,56,Brazil,Brazil,Same Broadcaster,0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,Brazil,Japan_abema,Cross-Culture,0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,Brazil,Japan_goat,Cross-Culture,0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,Brazil,UK,Cross-Culture,0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,Japan_abema,Brazil,Cross-Culture,0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,Japan_abema,Japan_abema,Same Broadcaster,0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,Japan_abema,Japan_goat,Same Language (Japan),0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,Japan_abema,UK,Cross-Culture,0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,Japan_goat,Brazil,Cross-Culture,0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,Japan_goat,Japan_abema,Same Language (Japan),0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,Japan_goat,Japan_goat,Same Broadcaster,0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,Japan_goat,UK,Cross-Culture,0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,UK,Brazil,Cross-Culture,0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,UK,Japan_abema,Cross-Culture,0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,UK,Japan_goat,Cross-Culture,0.3126434206962585,0.4466334581375122,0.0,0.0
6,56,UK,UK,Same Broadcaster,0.3126434206962585,0.4466334581375122,0.0,0.0
5,59,Brazil,Brazil,Same Broadcaster,0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,Brazil,Japan_abema,Cross-Culture,0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,Brazil,Japan_goat,Cross-Culture,0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,Brazil,UK,Cross-Culture,0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,Japan_abema,Brazil,Cross-Culture,0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,Japan_abema,Japan_abema,Same Broadcaster,0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,Japan_abema,Japan_goat,Same Language (Japan),0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,Japan_abema,UK,Cross-Culture,0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,Japan_goat,Brazil,Cross-Culture,0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,Japan_goat,Japan_abema,Same Language (Japan),0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,Japan_goat,Japan_goat,Same Broadcaster,0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,Japan_goat,UK,Cross-Culture,0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,UK,Brazil,Cross-Culture,0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,UK,Japan_abema,Cross-Culture,0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,UK,Japan_goat,Cross-Culture,0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,59,UK,UK,Same Broadcaster,0.3056051639741434,0.4126580357551574,0.0,0.1674453894553325
5,56,Brazil,Brazil,Same Broadcaster,0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,Brazil,Japan_abema,Cross-Culture,0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,Brazil,Japan_goat,Cross-Culture,0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,Brazil,UK,Cross-Culture,0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,Japan_abema,Brazil,Cross-Culture,0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,Japan_abema,Japan_abema,Same Broadcaster,0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,Japan_abema,Japan_goat,Same Language (Japan),0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,Japan_abema,UK,Cross-Culture,0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,Japan_goat,Brazil,Cross-Culture,0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,Japan_goat,Japan_abema,Same Language (Japan),0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,Japan_goat,Japan_goat,Same Broadcaster,0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,Japan_goat,UK,Cross-Culture,0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,UK,Brazil,Cross-Culture,0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,UK,Japan_abema,Cross-Culture,0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,UK,Japan_goat,Cross-Culture,0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
5,56,UK,UK,Same Broadcaster,0.2936656592289559,0.3956016004085541,0.0,0.1674453894296809
50,59,Brazil,Brazil,Same Broadcaster,0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,Brazil,Japan_abema,Cross-Culture,0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,Brazil,Japan_goat,Cross-Culture,0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,Brazil,UK,Cross-Culture,0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,Japan_abema,Brazil,Cross-Culture,0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,Japan_abema,Japan_abema,Same Broadcaster,0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,Japan_abema,Japan_goat,Same Language (Japan),0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,Japan_abema,UK,Cross-Culture,0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,Japan_goat,Brazil,Cross-Culture,0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,Japan_goat,Japan_abema,Same Language (Japan),0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,Japan_goat,Japan_goat,Same Broadcaster,0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,Japan_goat,UK,Cross-Culture,0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,UK,Brazil,Cross-Culture,0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,UK,Japan_abema,Cross-Culture,0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,UK,Japan_goat,Cross-Culture,0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
50,59,UK,UK,Same Broadcaster,0.2765267698157251,0.3711174726486206,0.0,0.1674453896169075
59,73,Brazil,Brazil,Same Broadcaster,0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,Brazil,Japan_abema,Cross-Culture,0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,Brazil,Japan_goat,Cross-Culture,0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,Brazil,UK,Cross-Culture,0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,Japan_abema,Brazil,Cross-Culture,0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,Japan_abema,Japan_abema,Same Broadcaster,0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,Japan_abema,Japan_goat,Same Language (Japan),0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,Japan_abema,UK,Cross-Culture,0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,Japan_goat,Brazil,Cross-Culture,0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,Japan_goat,Japan_abema,Same Language (Japan),0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,Japan_goat,Japan_goat,Same Broadcaster,0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,Japan_goat,UK,Cross-Culture,0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,UK,Brazil,Cross-Culture,0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,UK,Japan_abema,Cross-Culture,0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,UK,Japan_goat,Cross-Culture,0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
59,73,UK,UK,Same Broadcaster,0.2921861702218973,0.3640119731426239,0.0,0.1674453898337234
56,70,Brazil,Brazil,Same Broadcaster,0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,Brazil,Japan_abema,Cross-Culture,0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,Brazil,Japan_goat,Cross-Culture,0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,Brazil,UK,Cross-Culture,0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,Japan_abema,Brazil,Cross-Culture,0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,Japan_abema,Japan_abema,Same Broadcaster,0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,Japan_abema,Japan_goat,Same Language (Japan),0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,Japan_abema,UK,Cross-Culture,0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,Japan_goat,Brazil,Cross-Culture,0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,Japan_goat,Japan_abema,Same Language (Japan),0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,Japan_goat,Japan_goat,Same Broadcaster,0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,Japan_goat,UK,Cross-Culture,0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,UK,Brazil,Cross-Culture,0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,UK,Japan_abema,Cross-Culture,0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,UK,Japan_goat,Cross-Culture,0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,70,UK,UK,Same Broadcaster,0.300034960209289,0.3633619844913482,0.0,0.1674453896577912
56,73,Brazil,Brazil,Same Broadcaster,0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,Brazil,Japan_abema,Cross-Culture,0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,Brazil,Japan_goat,Cross-Culture,0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,Brazil,UK,Cross-Culture,0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,Japan_abema,Brazil,Cross-Culture,0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,Japan_abema,Japan_abema,Same Broadcaster,0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,Japan_abema,Japan_goat,Same Language (Japan),0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,Japan_abema,UK,Cross-Culture,0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,Japan_goat,Brazil,Cross-Culture,0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,Japan_goat,Japan_abema,Same Language (Japan),0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,Japan_goat,Japan_goat,Same Broadcaster,0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,Japan_goat,UK,Cross-Culture,0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,UK,Brazil,Cross-Culture,0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,UK,Japan_abema,Cross-Culture,0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,UK,Japan_goat,Cross-Culture,0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
56,73,UK,UK,Same Broadcaster,0.2548960594882925,0.3402164578437805,0.0,0.167445389976462
50,56,Brazil,Brazil,Same Broadcaster,0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,Brazil,Japan_abema,Cross-Culture,0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,Brazil,Japan_goat,Cross-Culture,0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,Brazil,UK,Cross-Culture,0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,Japan_abema,Brazil,Cross-Culture,0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,Japan_abema,Japan_abema,Same Broadcaster,0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,Japan_abema,Japan_goat,Same Language (Japan),0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,Japan_abema,UK,Cross-Culture,0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,Japan_goat,Brazil,Cross-Culture,0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,Japan_goat,Japan_abema,Same Language (Japan),0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,Japan_goat,Japan_goat,Same Broadcaster,0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,Japan_goat,UK,Cross-Culture,0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,UK,Brazil,Cross-Culture,0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,UK,Japan_abema,Cross-Culture,0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,UK,Japan_goat,Cross-Culture,0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
50,56,UK,UK,Same Broadcaster,0.2477310506713659,0.329980731010437,0.0,0.1674453896406009
34,50,Brazil,Brazil,Same Broadcaster,0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,Brazil,Japan_abema,Cross-Culture,0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,Brazil,Japan_goat,Cross-Culture,0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,Brazil,UK,Cross-Culture,0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,Japan_abema,Brazil,Cross-Culture,0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,Japan_abema,Japan_abema,Same Broadcaster,0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,Japan_abema,Japan_goat,Same Language (Japan),0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,Japan_abema,UK,Cross-Culture,0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,Japan_goat,Brazil,Cross-Culture,0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,Japan_goat,Japan_abema,Same Language (Japan),0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,Japan_goat,Japan_goat,Same Broadcaster,0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,Japan_goat,UK,Cross-Culture,0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,UK,Brazil,Cross-Culture,0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,UK,Japan_abema,Cross-Culture,0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,UK,Japan_goat,Cross-Culture,0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,50,UK,UK,Same Broadcaster,0.2247895834896277,0.2972072064876556,0.0,0.1674453894826874
34,73,Brazil,Brazil,Same Broadcaster,0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,Brazil,Japan_abema,Cross-Culture,0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,Brazil,Japan_goat,Cross-Culture,0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,Brazil,UK,Cross-Culture,0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,Japan_abema,Brazil,Cross-Culture,0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,Japan_abema,Japan_abema,Same Broadcaster,0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,Japan_abema,Japan_goat,Same Language (Japan),0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,Japan_abema,UK,Cross-Culture,0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,Japan_goat,Brazil,Cross-Culture,0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,Japan_goat,Japan_abema,Same Language (Japan),0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,Japan_goat,Japan_goat,Same Broadcaster,0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,Japan_goat,UK,Cross-Culture,0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,UK,Brazil,Cross-Culture,0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,UK,Japan_abema,Cross-Culture,0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,UK,Japan_goat,Cross-Culture,0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,73,UK,UK,Same Broadcaster,0.2233166901571318,0.2951030731201172,0.0,0.167445389730498
34,59,Brazil,Brazil,Same Broadcaster,0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,Brazil,Japan_abema,Cross-Culture,0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,Brazil,Japan_goat,Cross-Culture,0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,Brazil,UK,Cross-Culture,0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,Japan_abema,Brazil,Cross-Culture,0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,Japan_abema,Japan_abema,Same Broadcaster,0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,Japan_abema,Japan_goat,Same Language (Japan),0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,Japan_abema,UK,Cross-Culture,0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,Japan_goat,Brazil,Cross-Culture,0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,Japan_goat,Japan_abema,Same Language (Japan),0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,Japan_goat,Japan_goat,Same Broadcaster,0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,Japan_goat,UK,Cross-Culture,0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,UK,Brazil,Cross-Culture,0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,UK,Japan_abema,Cross-Culture,0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,UK,Japan_goat,Cross-Culture,0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
34,59,UK,UK,Same Broadcaster,0.2167492206515036,0.2844243049621582,0.0,0.1765220717799287
5,34,Brazil,Brazil,Same Broadcaster,0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,Brazil,Japan_abema,Cross-Culture,0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,Brazil,Japan_goat,Cross-Culture,0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,Brazil,UK,Cross-Culture,0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,Japan_abema,Brazil,Cross-Culture,0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,Japan_abema,Japan_abema,Same Broadcaster,0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,Japan_abema,Japan_goat,Same Language (Japan),0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,Japan_abema,UK,Cross-Culture,0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,Japan_goat,Brazil,Cross-Culture,0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,Japan_goat,Japan_abema,Same Language (Japan),0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,Japan_goat,Japan_goat,Same Broadcaster,0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,Japan_goat,UK,Cross-Culture,0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,UK,Brazil,Cross-Culture,0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,UK,Japan_abema,Cross-Culture,0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,UK,Japan_goat,Cross-Culture,0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
5,34,UK,UK,Same Broadcaster,0.212804162292839,0.2800851762294769,0.0,0.1674453893220516
6,34,Brazil,Brazil,Same Broadcaster,0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,Brazil,Japan_abema,Cross-Culture,0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,Brazil,Japan_goat,Cross-Culture,0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,Brazil,UK,Cross-Culture,0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,Japan_abema,Brazil,Cross-Culture,0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,Japan_abema,Japan_abema,Same Broadcaster,0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,Japan_abema,Japan_goat,Same Language (Japan),0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,Japan_abema,UK,Cross-Culture,0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,Japan_goat,Brazil,Cross-Culture,0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,Japan_goat,Japan_abema,Same Language (Japan),0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,Japan_goat,Japan_goat,Same Broadcaster,0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,Japan_goat,UK,Cross-Culture,0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,UK,Brazil,Cross-Culture,0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,UK,Japan_abema,Cross-Culture,0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,UK,Japan_goat,Cross-Culture,0.1957352042198181,0.2796217203140259,0.0,0.0
6,34,UK,UK,Same Broadcaster,0.1957352042198181,0.2796217203140259,0.0,0.0
34,56,Brazil,Brazil,Same Broadcaster,0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,Brazil,Japan_abema,Cross-Culture,0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,Brazil,Japan_goat,Cross-Culture,0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,Brazil,UK,Cross-Culture,0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,Japan_abema,Brazil,Cross-Culture,0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,Japan_abema,Japan_abema,Same Broadcaster,0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,Japan_abema,Japan_goat,Same Language (Japan),0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,Japan_abema,UK,Cross-Culture,0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,Japan_goat,Brazil,Cross-Culture,0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,Japan_goat,Japan_abema,Same Language (Japan),0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,Japan_goat,Japan_goat,Same Broadcaster,0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,Japan_goat,UK,Cross-Culture,0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,UK,Brazil,Cross-Culture,0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,UK,Japan_abema,Cross-Culture,0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,UK,Japan_goat,Cross-Culture,0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
34,56,UK,UK,Same Broadcaster,0.1935929206760657,0.2526405453681946,0.0,0.1674453891832951
